,knot_names,kfh_total_ranks,volumes,determinants,jones_poly_degrees,writh,signature,13-crossing knots,kfh
0,13nh_0001,13,5.52559923559566,3,2,-5,6,Non-alternating,"{'L_space_knot': False, 'epsilon': -1, 'fibered': True, 'modulus': 2, 'nu': -1, 'ranks': {(-4, -1): 1, (-3, 0): 2, (-2, 0): 1, (-2, 1): 1, (-1, 1): 1, (0, 2): 1, (1, 3): 1, (2, 4): 1, (2, 5): 1, (3, 6): 2, (4, 7): 1}, 'seifert_genus': 4, 'tau': -2, 'total_rank': 13}"
1,13nh_0002,17,5.69302109128130,1,4,-3,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-2, -3): 1, (-1, -2): 2, (-1, -1): 2, (0, -1): 2, (0, 0): 5, (1, 0): 2, (1, 1): 2, (2, 1): 1}, 'seifert_genus': 2, 'tau': 0, 'total_rank': 17}"
2,13nh_0003,9,6.08444991110846,9,20,7,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': False, 'modulus': 2, 'nu': 0, 'ranks': {(-1, -1): 2, (0, 0): 5, (1, 1): 2}, 'seifert_genus': 1, 'tau': 0, 'total_rank': 9}"
3,13nh_0004,23,6.44353738085057,1,22,9,-8,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 4, 'ranks': {(-5, -9): 1, (-4, -8): 3, (-3, -7): 2, (-2, -5): 1, (-1, -4): 3, (0, -3): 3, (1, -2): 3, (2, -1): 1, (3, -1): 2, (4, 0): 3, (5, 1): 1}, 'seifert_genus': 5, 'tau': 4, 'total_rank': 23}"
4,13nh_0005,25,6.77819889004689,7,10,-1,2,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': False, 'modulus': 2, 'nu': 0, 'ranks': {(-2, -1): 2, (-1, -1): 2, (-1, 0): 4, (0, 0): 5, (0, 1): 4, (1, 1): 2, (1, 2): 4, (2, 3): 2}, 'seifert_genus': 2, 'tau': 0, 'total_rank': 25}"
5,13nh_0006,27,6.90425612380648,5,10,1,-4,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-3, -5): 1, (-2, -4): 2, (-2, -3): 1, (-1, -3): 3, (-1, -2): 3, (0, -2): 4, (0, -1): 3, (1, -1): 3, (1, 0): 3, (2, 0): 2, (2, 1): 1, (3, 1): 1}, 'seifert_genus': 3, 'tau': 1, 'total_rank': 27}"
6,13nh_0007,17,6.92646529642384,17,26,9,-8,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 4, 'ranks': {(-5, -9): 1, (-4, -8): 3, (-3, -7): 2, (-2, -6): 1, (-1, -5): 1, (0, -4): 1, (1, -3): 1, (2, -2): 1, (3, -1): 2, (4, 0): 3, (5, 1): 1}, 'seifert_genus': 5, 'tau': 4, 'total_rank': 17}"
7,13nh_0008,19,7.11805950146413,3,10,1,-2,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-3, -5): 1, (-2, -4): 2, (-2, -3): 1, (-1, -3): 1, (-1, -2): 3, (0, -1): 3, (1, -1): 1, (1, 0): 3, (2, 0): 2, (2, 1): 1, (3, 1): 1}, 'seifert_genus': 3, 'tau': 1, 'total_rank': 19}"
8,13nh_0009,29,7.22351626586071,11,10,5,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 3, 'ranks': {(-4, -7): 2, (-3, -6): 5, (-2, -5): 3, (-1, -3): 2, (0, -2): 5, (1, -1): 2, (2, -1): 3, (3, 0): 5, (4, 1): 2}, 'seifert_genus': 4, 'tau': 3, 'total_rank': 29}"
9,13nh_0010,11,7.27299664657099,5,20,7,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 1, 'ranks': {(-1, -2): 1, (-1, -1): 2, (0, -1): 1, (0, 0): 4, (1, 0): 1, (1, 1): 2}, 'seifert_genus': 1, 'tau': 1, 'total_rank': 11}"
10,13nh_0011,29,7.45187179845454,19,2,-5,6,Non-alternating,"{'L_space_knot': False, 'epsilon': -1, 'fibered': True, 'modulus': 2, 'nu': -1, 'ranks': {(-4, -1): 1, (-3, 0): 2, (-2, 0): 1, (-2, 1): 3, (-1, 1): 1, (-1, 2): 4, (0, 2): 1, (0, 3): 4, (1, 3): 1, (1, 4): 4, (2, 4): 1, (2, 5): 3, (3, 6): 2, (4, 7): 1}, 'seifert_genus': 4, 'tau': -2, 'total_rank': 29}"
11,13nh_0012,25,7.49435944749003,23,6,-5,2,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': False, 'modulus': 2, 'nu': 0, 'ranks': {(-2, -1): 3, (-1, 0): 6, (0, 0): 1, (0, 1): 6, (1, 2): 6, (2, 3): 3}, 'seifert_genus': 2, 'tau': 0, 'total_rank': 25}"
12,13nh_0013,19,7.61453526903948,13,12,5,-4,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 1, 'ranks': {(-3, -5): 2, (-2, -4): 4, (-1, -3): 2, (-1, -2): 1, (0, -1): 1, (1, -1): 2, (1, 0): 1, (2, 0): 4, (3, 1): 2}, 'seifert_genus': 3, 'tau': 1, 'total_rank': 19}"
13,13nh_0014,29,7.66907946956492,29,14,1,-4,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 2, 'ranks': {(-3, -5): 3, (-2, -4): 7, (-1, -3): 4, (0, -2): 1, (1, -1): 4, (2, 0): 7, (3, 1): 3}, 'seifert_genus': 3, 'tau': 2, 'total_rank': 29}"
14,13nh_0015,19,7.76601233610987,3,12,3,-2,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-4, -6): 1, (-3, -5): 2, (-2, -4): 1, (-1, -2): 3, (0, -1): 5, (1, 0): 3, (2, 0): 1, (3, 1): 2, (4, 2): 1}, 'seifert_genus': 4, 'tau': 1, 'total_rank': 19}"
15,13nh_0016,17,7.76601233610987,9,28,13,-8,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 5, 'ranks': {(-5, -10): 1, (-4, -9): 1, (-3, -7): 1, (-2, -6): 3, (-1, -5): 2, (0, -4): 1, (1, -3): 2, (2, -2): 3, (3, -1): 1, (4, -1): 1, (5, 0): 1}, 'seifert_genus': 5, 'tau': 5, 'total_rank': 17}"
16,13nh_0017,13,7.76623368903593,3,10,-1,2,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': False, 'modulus': 2, 'nu': 0, 'ranks': {(-1, -2): 2, (-1, -1): 1, (0, -1): 4, (0, 0): 3, (1, 0): 2, (1, 1): 1}, 'seifert_genus': 1, 'tau': 0, 'total_rank': 13}"
17,13nh_0018,21,7.87231588762276,5,16,5,-4,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 2, 'ranks': {(-4, -7): 1, (-3, -6): 2, (-2, -5): 1, (-2, -4): 1, (-1, -3): 3, (0, -2): 5, (1, -1): 3, (2, -1): 1, (2, 0): 1, (3, 0): 2, (4, 1): 1}, 'seifert_genus': 4, 'tau': 2, 'total_rank': 21}"
18,13nh_0019,25,8.02605899719309,7,16,5,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 2, 'ranks': {(-4, -7): 1, (-3, -6): 2, (-2, -5): 2, (-2, -4): 1, (-1, -4): 2, (-1, -3): 2, (0, -3): 2, (0, -2): 3, (1, -2): 2, (1, -1): 2, (2, -1): 2, (2, 0): 1, (3, 0): 2, (4, 1): 1}, 'seifert_genus': 4, 'tau': 2, 'total_rank': 25}"
19,13nh_0020,23,8.09417267000932,23,20,5,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 3, 'ranks': {(-4, -7): 2, (-3, -6): 5, (-2, -5): 3, (-1, -4): 1, (0, -3): 1, (1, -2): 1, (2, -1): 3, (3, 0): 5, (4, 1): 2}, 'seifert_genus': 4, 'tau': 3, 'total_rank': 23}"
20,13nh_0021,17,8.32335965705234,1,16,3,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-2, -3): 1, (-1, -2): 2, (-1, -1): 2, (0, -1): 2, (0, 0): 5, (1, 0): 2, (1, 1): 2, (2, 1): 1}, 'seifert_genus': 2, 'tau': 0, 'total_rank': 17}"
21,13nh_0022,25,8.38356351423213,25,18,5,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-2, -2): 1, (-1, -1): 6, (0, 0): 11, (1, 1): 6, (2, 2): 1}, 'seifert_genus': 2, 'tau': 0, 'total_rank': 25}"
22,13nh_0023,33,8.39292250833698,7,18,7,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 3, 'ranks': {(-5, -8): 1, (-4, -7): 3, (-3, -6): 4, (-2, -5): 2, (-2, -4): 1, (-1, -3): 3, (0, -2): 5, (1, -1): 3, (2, -1): 2, (2, 0): 1, (3, 0): 4, (4, 1): 3, (5, 2): 1}, 'seifert_genus': 5, 'tau': 3, 'total_rank': 33}"
23,13nh_0024,23,8.46688823589809,7,12,9,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 3, 'ranks': {(-4, -7): 1, (-3, -6): 3, (-3, -5): 1, (-2, -5): 2, (-2, -4): 2, (-1, -4): 1, (-1, -3): 1, (0, -3): 1, (1, -2): 1, (1, -1): 1, (2, -1): 2, (2, 0): 2, (3, 0): 3, (3, 1): 1, (4, 1): 1}, 'seifert_genus': 4, 'tau': 3, 'total_rank': 23}"
24,13nh_0025,15,8.49821338318487,9,20,9,-8,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 4, 'ranks': {(-5, -9): 1, (-4, -8): 3, (-3, -7): 2, (-1, -4): 1, (0, -3): 1, (1, -2): 1, (3, -1): 2, (4, 0): 3, (5, 1): 1}, 'seifert_genus': 5, 'tau': 4, 'total_rank': 15}"
25,13nh_0026,29,8.56884550749433,3,12,1,2,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-3, -2): 1, (-2, -2): 1, (-2, -1): 3, (-1, -1): 3, (-1, 0): 3, (0, 0): 5, (0, 1): 2, (1, 1): 3, (1, 2): 3, (2, 2): 1, (2, 3): 3, (3, 4): 1}, 'seifert_genus': 3, 'tau': 0, 'total_rank': 29}"
26,13nh_0027,23,8.57490026194556,7,12,1,-2,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-3, -5): 1, (-2, -4): 2, (-2, -3): 1, (-1, -3): 1, (-1, -2): 4, (0, -1): 5, (1, -1): 1, (1, 0): 4, (2, 0): 2, (2, 1): 1, (3, 1): 1}, 'seifert_genus': 3, 'tau': 1, 'total_rank': 23}"
27,13nh_0028,19,8.58116869314786,3,14,5,-2,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-3, -5): 1, (-2, -4): 2, (-2, -3): 1, (-1, -3): 1, (-1, -2): 3, (0, -1): 3, (1, -1): 1, (1, 0): 3, (2, 0): 2, (2, 1): 1, (3, 1): 1}, 'seifert_genus': 3, 'tau': 1, 'total_rank': 19}"
28,13nh_0029,23,8.65589080290511,7,2,-3,2,Non-alternating,"{'L_space_knot': False, 'epsilon': -1, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-3, -3): 1, (-2, -2): 2, (-2, -1): 1, (-1, -1): 1, (-1, 0): 4, (0, 1): 5, (1, 1): 1, (1, 2): 4, (2, 2): 2, (2, 3): 1, (3, 3): 1}, 'seifert_genus': 3, 'tau': -1, 'total_rank': 23}"
29,13nh_0030,27,8.67017670782863,21,12,1,-4,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 1, 'ranks': {(-3, -5): 2, (-2, -4): 4, (-1, -3): 4, (-1, -2): 1, (0, -2): 4, (0, -1): 1, (1, -1): 4, (1, 0): 1, (2, 0): 4, (3, 1): 2}, 'seifert_genus': 3, 'tau': 1, 'total_rank': 27}"
30,13nh_0031,33,8.70868898368765,33,8,1,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': False, 'modulus': 2, 'nu': 0, 'ranks': {(-1, -1): 8, (0, 0): 17, (1, 1): 8}, 'seifert_genus': 1, 'tau': 0, 'total_rank': 33}"
31,13nh_0032,25,8.72101158071131,25,16,3,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': False, 'modulus': 2, 'nu': 0, 'ranks': {(-1, -1): 6, (0, 0): 13, (1, 1): 6}, 'seifert_genus': 1, 'tau': 0, 'total_rank': 25}"
32,13nh_0033,23,8.72265935695962,9,-2,-5,0,Non-alternating,"{'L_space_knot': False, 'epsilon': -1, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-2, -2): 1, (-1, -1): 4, (-1, 0): 2, (0, 0): 6, (0, 1): 3, (1, 1): 4, (1, 2): 2, (2, 2): 1}, 'seifert_genus': 2, 'tau': -1, 'total_rank': 23}"
33,13nh_0034,27,8.79716493503327,3,24,9,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 4, 'ranks': {(-5, -9): 1, (-4, -8): 3, (-3, -7): 2, (-2, -5): 1, (-1, -4): 4, (0, -3): 5, (1, -2): 4, (2, -1): 1, (3, -1): 2, (4, 0): 3, (5, 1): 1}, 'seifert_genus': 5, 'tau': 4, 'total_rank': 27}"
34,13nh_0035,21,8.81282036337549,5,8,1,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-2, -3): 1, (-1, -2): 2, (-1, -1): 3, (0, -1): 2, (0, 0): 7, (1, 0): 2, (1, 1): 3, (2, 1): 1}, 'seifert_genus': 2, 'tau': 0, 'total_rank': 21}"
35,13nh_0036,15,8.85963726646609,15,32,13,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 5, 'ranks': {(-5, -10): 1, (-4, -9): 1, (-1, -4): 3, (0, -3): 5, (1, -2): 3, (4, -1): 1, (5, 0): 1}, 'seifert_genus': 5, 'tau': 5, 'total_rank': 15}"
36,13nh_0037,17,9.11183777974771,15,12,1,2,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-3, -2): 1, (-2, -1): 2, (-1, 0): 3, (0, 0): 1, (0, 1): 4, (1, 2): 3, (2, 3): 2, (3, 4): 1}, 'seifert_genus': 3, 'tau': 0, 'total_rank': 17}"
37,13nh_0038,29,9.12264474903876,3,10,-1,2,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': False, 'modulus': 2, 'nu': 0, 'ranks': {(-2, -1): 2, (-1, -1): 3, (-1, 0): 4, (0, 0): 7, (0, 1): 4, (1, 1): 3, (1, 2): 4, (2, 3): 2}, 'seifert_genus': 2, 'tau': 0, 'total_rank': 29}"
38,13nh_0039,35,9.18717531123233,3,16,3,-2,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 1, 'ranks': {(-2, -3): 2, (-1, -2): 5, (-1, -1): 4, (0, -1): 5, (0, 0): 8, (1, 0): 5, (1, 1): 4, (2, 1): 2}, 'seifert_genus': 2, 'tau': 1, 'total_rank': 35}"
39,13nh_0040,37,9.22288782069483,3,20,5,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 3, 'ranks': {(-4, -7): 2, (-3, -6): 5, (-2, -5): 3, (-1, -3): 4, (0, -2): 9, (1, -1): 4, (2, -1): 3, (3, 0): 5, (4, 1): 2}, 'seifert_genus': 4, 'tau': 3, 'total_rank': 37}"
40,13nh_0041,23,9.24221953839075,7,20,7,-2,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-2, -3): 1, (-1, -2): 4, (-1, -1): 2, (0, -1): 5, (0, 0): 4, (1, 0): 4, (1, 1): 2, (2, 1): 1}, 'seifert_genus': 2, 'tau': 1, 'total_rank': 23}"
41,13nh_0042,27,9.27958740189893,11,12,3,-2,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-4, -6): 1, (-3, -5): 2, (-2, -4): 1, (-2, -3): 1, (-1, -2): 5, (0, -1): 7, (1, 0): 5, (2, 0): 1, (2, 1): 1, (3, 1): 2, (4, 2): 1}, 'seifert_genus': 4, 'tau': 1, 'total_rank': 27}"
42,13nh_0043,25,9.29050254475431,15,12,5,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 3, 'ranks': {(-4, -7): 2, (-3, -6): 5, (-2, -5): 3, (-1, -3): 1, (0, -2): 3, (1, -1): 1, (2, -1): 3, (3, 0): 5, (4, 1): 2}, 'seifert_genus': 4, 'tau': 3, 'total_rank': 25}"
43,13nh_0044,27,9.29137512801059,5,12,3,-4,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-4, -6): 1, (-3, -5): 3, (-2, -4): 3, (-1, -3): 1, (-1, -2): 3, (0, -1): 5, (1, -1): 1, (1, 0): 3, (2, 0): 3, (3, 1): 3, (4, 2): 1}, 'seifert_genus': 4, 'tau': 1, 'total_rank': 27}"
44,13nh_0045,21,9.32085827259519,21,6,-3,4,Non-alternating,"{'L_space_knot': False, 'epsilon': -1, 'fibered': True, 'modulus': 2, 'nu': -1, 'ranks': {(-4, -2): 1, (-3, -1): 3, (-2, 0): 4, (-1, 1): 2, (0, 2): 1, (1, 3): 2, (2, 4): 4, (3, 5): 3, (4, 6): 1}, 'seifert_genus': 4, 'tau': -2, 'total_rank': 21}"
45,13nh_0046,29,9.34676023904950,11,18,7,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 3, 'ranks': {(-5, -8): 1, (-4, -7): 3, (-3, -6): 4, (-2, -5): 2, (-2, -4): 1, (-1, -3): 2, (0, -2): 3, (1, -1): 2, (2, -1): 2, (2, 0): 1, (3, 0): 4, (4, 1): 3, (5, 2): 1}, 'seifert_genus': 5, 'tau': 3, 'total_rank': 29}"
46,13nh_0047,21,9.34718377174849,11,14,3,2,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': False, 'modulus': 2, 'nu': 0, 'ranks': {(-2, -1): 2, (-1, -1): 1, (-1, 0): 4, (0, 0): 3, (0, 1): 4, (1, 1): 1, (1, 2): 4, (2, 3): 2}, 'seifert_genus': 2, 'tau': 0, 'total_rank': 21}"
47,13nh_0048,25,9.35569949643019,9,8,-3,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-2, -3): 1, (-1, -2): 2, (-1, -1): 4, (0, -1): 2, (0, 0): 9, (1, 0): 2, (1, 1): 4, (2, 1): 1}, 'seifert_genus': 2, 'tau': 0, 'total_rank': 25}"
48,13nh_0049,21,9.36360551382030,21,18,7,-4,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 2, 'ranks': {(-4, -6): 1, (-3, -5): 2, (-2, -4): 3, (-1, -3): 3, (0, -2): 3, (1, -1): 3, (2, 0): 3, (3, 1): 2, (4, 2): 1}, 'seifert_genus': 4, 'tau': 2, 'total_rank': 21}"
49,13nh_0050,31,9.36360551382029,9,22,9,-8,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 4, 'ranks': {(-5, -9): 1, (-4, -8): 3, (-3, -7): 3, (-2, -6): 2, (-2, -5): 1, (-1, -5): 1, (-1, -4): 3, (0, -3): 3, (1, -3): 1, (1, -2): 3, (2, -2): 2, (2, -1): 1, (3, -1): 3, (4, 0): 3, (5, 1): 1}, 'seifert_genus': 5, 'tau': 4, 'total_rank': 31}"
50,13nh_0051,39,9.40000656828484,17,10,5,-4,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 2, 'ranks': {(-5, -7): 1, (-4, -6): 3, (-3, -5): 4, (-2, -4): 4, (-2, -3): 1, (-1, -3): 2, (-1, -2): 3, (0, -1): 3, (1, -1): 2, (1, 0): 3, (2, 0): 4, (2, 1): 1, (3, 1): 4, (4, 2): 3, (5, 3): 1}, 'seifert_genus': 5, 'tau': 2, 'total_rank': 39}"
51,13nh_0052,31,9.46005689711334,7,24,9,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 4, 'ranks': {(-5, -9): 1, (-4, -8): 3, (-3, -7): 2, (-2, -5): 1, (-1, -4): 5, (0, -3): 7, (1, -2): 5, (2, -1): 1, (3, -1): 2, (4, 0): 3, (5, 1): 1}, 'seifert_genus': 5, 'tau': 4, 'total_rank': 31}"
52,13nh_0053,19,9.47100286247561,5,24,9,-8,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 4, 'ranks': {(-5, -9): 1, (-4, -8): 3, (-3, -7): 2, (-1, -4): 2, (0, -3): 3, (1, -2): 2, (3, -1): 2, (4, 0): 3, (5, 1): 1}, 'seifert_genus': 5, 'tau': 4, 'total_rank': 19}"
53,13nh_0054,29,9.47507305553298,13,0,-1,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-3, -2): 1, (-2, -2): 1, (-2, -1): 2, (-1, -1): 5, (-1, 0): 1, (0, 0): 9, (1, 1): 5, (1, 2): 1, (2, 2): 1, (2, 3): 2, (3, 4): 1}, 'seifert_genus': 3, 'tau': 0, 'total_rank': 29}"
54,13nh_0055,31,9.52266719268920,1,18,5,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 1, 'ranks': {(-2, -3): 1, (-2, -2): 1, (-1, -2): 4, (-1, -1): 4, (0, -1): 5, (0, 0): 6, (1, 0): 4, (1, 1): 4, (2, 1): 1, (2, 2): 1}, 'seifert_genus': 2, 'tau': 1, 'total_rank': 31}"
55,13nh_0056,37,9.57129114866025,19,18,9,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': False, 'modulus': 2, 'nu': 3, 'ranks': {(-4, -7): 2, (-3, -6): 6, (-2, -5): 5, (-1, -4): 1, (-1, -3): 2, (0, -2): 5, (1, -2): 1, (1, -1): 2, (2, -1): 5, (3, 0): 6, (4, 1): 2}, 'seifert_genus': 4, 'tau': 3, 'total_rank': 37}"
56,13nh_0057,27,9.63573192283631,27,24,9,-6,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 3, 'ranks': {(-4, -7): 1, (-3, -6): 4, (-2, -5): 4, (-1, -4): 3, (0, -3): 3, (1, -2): 3, (2, -1): 4, (3, 0): 4, (4, 1): 1}, 'seifert_genus': 4, 'tau': 3, 'total_rank': 27}"
57,13nh_0058,23,9.69196291118522,15,22,7,-2,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 2, 'ranks': {(-3, -4): 1, (-2, -4): 1, (-2, -3): 3, (-1, -3): 1, (-1, -2): 4, (0, -1): 3, (1, -1): 1, (1, 0): 4, (2, 0): 1, (2, 1): 3, (3, 2): 1}, 'seifert_genus': 3, 'tau': 2, 'total_rank': 23}"
58,13nh_0059,27,9.75399081577209,11,10,-1,2,Non-alternating,"{'L_space_knot': False, 'epsilon': -1, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-4, -3): 1, (-3, -2): 3, (-2, -1): 3, (-1, -1): 2, (-1, 0): 2, (0, 0): 4, (0, 1): 1, (1, 1): 2, (1, 2): 2, (2, 3): 3, (3, 4): 3, (4, 5): 1}, 'seifert_genus': 4, 'tau': -1, 'total_rank': 27}"
59,13nh_0060,19,9.76869103946457,13,6,3,-4,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-4, -6): 1, (-3, -5): 3, (-2, -4): 3, (-1, -3): 1, (-1, -2): 1, (0, -1): 1, (1, -1): 1, (1, 0): 1, (2, 0): 3, (3, 1): 3, (4, 2): 1}, 'seifert_genus': 4, 'tau': 1, 'total_rank': 19}"
60,13nh_0061,17,9.88454708699632,15,12,1,2,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-3, -2): 1, (-2, -1): 3, (-1, 0): 3, (0, 0): 1, (0, 1): 2, (1, 2): 3, (2, 3): 3, (3, 4): 1}, 'seifert_genus': 3, 'tau': 0, 'total_rank': 17}"
61,13nh_0062,35,9.90548556599058,13,16,3,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-3, -3): 1, (-2, -3): 1, (-2, -2): 3, (-1, -2): 3, (-1, -1): 5, (0, -1): 3, (0, 0): 6, (1, 0): 3, (1, 1): 5, (2, 1): 1, (2, 2): 3, (3, 3): 1}, 'seifert_genus': 3, 'tau': 1, 'total_rank': 35}"
62,13nh_0063,35,9.92583537612272,35,12,1,2,Non-alternating,"{'L_space_knot': False, 'epsilon': -1, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-4, -3): 1, (-3, -2): 4, (-2, -1): 6, (-1, 0): 5, (0, 1): 3, (1, 2): 5, (2, 3): 6, (3, 4): 4, (4, 5): 1}, 'seifert_genus': 4, 'tau': -1, 'total_rank': 35}"
63,13nh_0064,41,9.93732537645868,31,12,3,-2,Non-alternating,"{'L_space_knot': False, 'epsilon': 1, 'fibered': True, 'modulus': 2, 'nu': 1, 'ranks': {(-5, -6): 1, (-4, -5): 3, (-3, -4): 4, (-2, -3): 4, (-2, -2): 1, (-1, -2): 4, (-1, -1): 1, (0, -1): 4, (0, 0): 1, (1, 0): 4, (1, 1): 1, (2, 1): 4, (2, 2): 1, (3, 2): 4, (4, 3): 3, (5, 4): 1}, 'seifert_genus': 5, 'tau': 1, 'total_rank': 41}"
64,13nh_0065,29,9.93839893673054,13,10,-1,0,Non-alternating,"{'L_space_knot': False, 'epsilon': 0, 'fibered': True, 'modulus': 2, 'nu': 0, 'ranks': {(-3, -3): 1, (-2, -2): 3, (-2, -1): 1, (-1, -1): 4, (-1, 0): 2, (0, 0): 5, (0, 1): 2, (1, 1): 4, (1, 2): 2, (2, 2): 3, (2, 3): 1, (3, 3): 1}, 'seifert_genus': 3, 'tau': 0, 'total_rank': 29}"
