,knot_names,kfh_total_ranks,volumes,determinants,jones_poly_degrees,12-crossing knots
51,12nh_052,33,9.57129114866025,23,20,Non-alternating
52,12nh_053,27,9.60874177206225,11,4,Non-alternating
53,12nh_054,23,9.62468160341630,7,26,Non-alternating
54,12nh_055,31,9.63589277190430,31,8,Non-alternating
55,12nh_056,27,9.75654679062492,5,14,Non-alternating
56,12nh_057,25,9.75716761378744,25,8,Non-alternating
57,12nh_058,21,9.80668429944084,11,-4,Non-alternating
58,12nh_059,25,9.82292910891425,15,16,Non-alternating
59,12nh_060,37,9.82376084480195,37,14,Non-alternating
60,12nh_061,27,9.83250803985278,21,14,Non-alternating
61,12nh_062,29,9.86996796580427,19,6,Non-alternating
62,12nh_063,29,9.87594244044391,19,20,Non-alternating
63,12nh_064,31,9.87594244044391,17,10,Non-alternating
64,12nh_065,25,9.88579014105871,25,26,Non-alternating
65,12nh_066,27,9.90530132070734,11,18,Non-alternating
66,12nh_067,41,9.98114069765642,41,10,Non-alternating
67,12nh_068,27,10.0113281919194,5,16,Non-alternating
68,12nh_069,29,10.0252207064175,29,16,Non-alternating
69,12nh_070,41,10.0444999369870,41,28,Non-alternating
70,12nh_071,37,10.0758609657111,37,-4,Non-alternating
71,12nh_072,35,10.0928129586947,35,10,Non-alternating
72,12nh_073,47,10.1409118311469,47,22,Non-alternating
73,12nh_074,27,10.1671635471112,11,16,Non-alternating
74,12nh_075,35,10.2131904389521,35,10,Non-alternating
75,12nh_076,23,10.2220733666047,23,20,Non-alternating
76,12nh_077,33,10.2276291237568,31,12,Non-alternating
77,12nh_078,27,10.2336536687428,27,-2,Non-alternating
78,12nh_079,45,10.2536085853917,45,22,Non-alternating
79,12nh_080,37,10.2590474482490,27,8,Non-alternating
80,12nh_081,29,10.2656943944654,29,4,Non-alternating
81,12nh_082,35,10.2728998364882,29,14,Non-alternating
82,12nh_083,39,10.3199229309566,39,-2,Non-alternating
83,12nh_084,43,10.3499026542990,43,18,Non-alternating
84,12nh_085,35,10.3554754110789,11,28,Non-alternating
85,12nh_086,31,10.4261727993101,15,26,Non-alternating
86,12nh_087,27,10.4404535062854,19,26,Non-alternating
87,12nh_088,27,10.4420005531233,27,10,Non-alternating
88,12nh_089,35,10.4435826577340,29,4,Non-alternating
89,12nh_090,33,10.4475398225734,33,26,Non-alternating
90,12nh_091,43,10.5012528228215,43,26,Non-alternating
91,12nh_092,29,10.5245224652155,21,24,Non-alternating
92,12nh_093,27,10.5372350350832,21,16,Non-alternating
93,12nh_094,37,10.5514723798338,13,22,Non-alternating
94,12nh_095,31,10.5549988538619,17,26,Non-alternating
95,12nh_096,27,10.5657990459656,21,4,Non-alternating
96,12nh_097,41,10.5666267492804,41,24,Non-alternating
97,12nh_098,25,10.5946866453513,7,14,Non-alternating
98,12nh_099,31,10.6100484291624,31,20,Non-alternating
99,12nh_100,41,10.6137928621237,41,16,Non-alternating
100,12nh_101,35,10.6421167209490,35,22,Non-alternating
101,12nh_102,29,10.6502579404148,27,20,Non-alternating
102,12nh_103,27,10.7546342330377,21,18,Non-alternating
103,12nh_104,25,10.7667232939336,25,14,Non-alternating
104,12nh_105,31,10.7748041309537,23,28,Non-alternating
105,12nh_106,33,10.7989503072407,25,32,Non-alternating
106,12nh_107,45,10.7997929791278,45,16,Non-alternating
107,12nh_108,55,10.8008230754411,55,26,Non-alternating
108,12nh_109,37,10.8388619510399,11,20,Non-alternating
109,12nh_110,41,10.8571313058180,41,16,Non-alternating
110,12nh_111,25,10.8720689819369,23,10,Non-alternating
111,12nh_112,25,10.8896355882562,25,16,Non-alternating
112,12nh_113,29,10.9055440448373,29,14,Non-alternating
113,12nh_114,43,10.9371746994790,43,20,Non-alternating
114,12nh_115,29,10.9521021215797,13,6,Non-alternating
115,12nh_116,35,10.9551714534909,13,16,Non-alternating
116,12nh_117,37,10.9701882214381,13,26,Non-alternating
117,12nh_118,25,11.0020087466379,25,16,Non-alternating
118,12nh_119,37,11.0189195708631,35,24,Non-alternating
119,12nh_120,47,11.0238077155110,47,20,Non-alternating
120,12nh_121,33,11.0679073455215,1,10,Non-alternating
121,12nh_122,39,11.0996404750801,7,16,Non-alternating
122,12nh_123,25,11.1024255624715,25,16,Non-alternating
123,12nh_124,39,11.1271888283424,39,-2,Non-alternating
124,12nh_125,53,11.2074339033619,53,22,Non-alternating
125,12nh_126,35,11.2299744437480,35,16,Non-alternating
126,12nh_127,31,11.2320946577995,7,30,Non-alternating
127,12nh_128,33,11.2910912871749,33,10,Non-alternating
128,12nh_129,33,11.3151125427558,33,16,Non-alternating
129,12nh_130,45,11.3192340168727,45,14,Non-alternating
130,12nh_131,41,11.3206941457788,7,10,Non-alternating
131,12nh_132,51,11.3248668081017,51,26,Non-alternating
132,12nh_133,39,11.3274302514522,39,20,Non-alternating
133,12nh_134,33,11.3309229812910,17,24,Non-alternating
134,12nh_135,51,11.3349600773552,51,4,Non-alternating
135,12nh_136,47,11.3821749760408,47,22,Non-alternating
136,12nh_137,29,11.3906685630808,21,26,Non-alternating
137,12nh_138,29,11.3964191639512,13,20,Non-alternating
138,12nh_139,33,11.4081339070685,1,14,Non-alternating
139,12nh_140,29,11.4240395900807,19,22,Non-alternating
140,12nh_141,35,11.4321109613621,19,14,Non-alternating
141,12nh_142,47,11.4322505265963,47,22,Non-alternating
142,12nh_143,31,11.4393111228223,15,14,Non-alternating
143,12nh_144,41,11.4426846637706,41,16,Non-alternating
144,12nh_145,43,11.4667091553638,43,24,Non-alternating
145,12nh_146,41,11.4769008252712,9,8,Non-alternating
146,12nh_147,31,11.5066074202103,31,20,Non-alternating
147,12nh_148,49,11.5132972025042,49,12,Non-alternating
148,12nh_149,45,11.5458560011044,45,14,Non-alternating
149,12nh_150,35,11.5564227162337,19,18,Non-alternating
150,12nh_151,33,11.5569231842294,15,10,Non-alternating
151,12nh_152,41,11.5990032943170,41,16,Non-alternating
152,12nh_153,33,11.6014995787226,17,10,Non-alternating
153,12nh_154,37,11.6215141050168,37,20,Non-alternating
154,12nh_155,41,11.6307283999256,9,14,Non-alternating
155,12nh_156,35,11.6503924843547,27,28,Non-alternating
156,12nh_157,39,11.6714173362914,33,14,Non-alternating
157,12nh_158,49,11.6833355633933,49,14,Non-alternating
158,12nh_159,29,11.6899929979276,5,28,Non-alternating
159,12nh_160,53,11.7038755962371,53,22,Non-alternating
160,12nh_161,41,11.7046037819380,9,12,Non-alternating
161,12nh_162,55,11.7066223310635,55,6,Non-alternating
162,12nh_163,63,11.7376851485542,63,6,Non-alternating
163,12nh_164,47,11.7445621172659,47,8,Non-alternating
164,12nh_165,39,11.7492120550139,39,20,Non-alternating
165,12nh_166,29,11.7505332868455,11,22,Non-alternating
166,12nh_167,61,11.7514173985092,61,24,Non-alternating
167,12nh_168,35,11.7755460340911,13,8,Non-alternating
168,12nh_169,39,11.7884444917630,1,30,Non-alternating
169,12nh_170,39,11.8019468427843,39,24,Non-alternating
170,12nh_171,35,11.8067204826985,35,20,Non-alternating
171,12nh_172,59,11.8123132527222,59,10,Non-alternating
172,12nh_173,55,11.8398453883766,55,14,Non-alternating
173,12nh_174,37,11.8645222080282,3,22,Non-alternating
174,12nh_175,51,11.8911984793087,51,10,Non-alternating
175,12nh_176,39,11.8913367796618,31,30,Non-alternating
176,12nh_177,29,11.9045728928096,27,18,Non-alternating
177,12nh_178,45,11.9077576661546,45,16,Non-alternating
178,12nh_179,43,11.9246090720701,37,14,Non-alternating
179,12nh_180,37,11.9290608882430,27,20,Non-alternating
180,12nh_181,37,11.9429019649999,21,20,Non-alternating
181,12nh_182,37,11.9447388958298,5,20,Non-alternating
182,12nh_183,43,11.9532140723938,19,30,Non-alternating
183,12nh_184,55,11.9589128425044,55,20,Non-alternating
184,12nh_185,45,11.9727214096635,45,16,Non-alternating
185,12nh_186,49,11.9946749651281,49,14,Non-alternating
186,12nh_187,37,12.0290859272054,37,14,Non-alternating
187,12nh_188,41,12.0474928652057,7,14,Non-alternating
188,12nh_189,39,12.0691316786401,39,14,Non-alternating
189,12nh_190,39,12.0697121834227,7,28,Non-alternating
190,12nh_191,53,12.0718723287545,53,6,Non-alternating
191,12nh_192,53,12.0827582822194,53,14,Non-alternating
192,12nh_193,37,12.0858489581914,35,20,Non-alternating
193,12nh_194,39,12.0923850132445,39,20,Non-alternating
194,12nh_195,37,12.1069026717564,37,14,Non-alternating
195,12nh_196,49,12.1129208339721,49,14,Non-alternating
196,12nh_197,55,12.1134344534227,55,20,Non-alternating
197,12nh_198,49,12.1264273040611,49,28,Non-alternating
198,12nh_199,49,12.1618421011243,49,8,Non-alternating
199,12nh_200,45,12.1625269560065,45,18,Non-alternating
200,12nh_201,45,12.1918407622740,45,14,Non-alternating
201,12nh_202,41,12.2045429305226,39,6,Non-alternating
202,12nh_203,49,12.2193350112657,49,18,Non-alternating
203,12nh_204,37,12.2354358334475,37,14,Non-alternating
204,12nh_205,37,12.2529810009585,35,20,Non-alternating
205,12nh_206,63,12.2668400407566,63,22,Non-alternating
206,12nh_207,33,12.2799188065356,31,8,Non-alternating
207,12nh_208,51,12.2900629687721,51,2,Non-alternating
208,12nh_209,43,12.2992137807753,11,4,Non-alternating
209,12nh_210,45,12.3104167362126,45,14,Non-alternating
210,12nh_211,41,12.3137276044265,25,10,Non-alternating
211,12nh_212,35,12.3265563647841,19,14,Non-alternating
212,12nh_213,33,12.3350755770303,31,10,Non-alternating
213,12nh_214,41,12.3453328438486,39,10,Non-alternating
214,12nh_215,67,12.3506431879240,67,12,Non-alternating
215,12nh_216,39,12.3509062091582,25,26,Non-alternating
216,12nh_217,53,12.3559319365909,53,16,Non-alternating
217,12nh_218,41,12.3738103950320,41,14,Non-alternating
218,12nh_219,47,12.3803114558240,47,20,Non-alternating
219,12nh_220,39,12.3868643819544,23,16,Non-alternating
220,12nh_221,65,12.4143089477970,65,10,Non-alternating
221,12nh_222,39,12.4168275137887,33,14,Non-alternating
222,12nh_223,41,12.4304188289733,41,4,Non-alternating
223,12nh_224,59,12.4368294333920,59,8,Non-alternating
224,12nh_225,55,12.4507196411843,55,18,Non-alternating
225,12nh_226,57,12.4567929563932,57,18,Non-alternating
226,12nh_227,45,12.4841151311085,21,28,Non-alternating
227,12nh_228,47,12.5089921300736,15,16,Non-alternating
228,12nh_229,49,12.5165364964791,49,18,Non-alternating
229,12nh_230,39,12.5169281404462,23,26,Non-alternating
230,12nh_231,47,12.5329044021873,47,20,Non-alternating
231,12nh_232,45,12.5383394022137,35,10,Non-alternating
232,12nh_233,67,12.5540725870739,67,26,Non-alternating
233,12nh_234,61,12.5718996861084,61,0,Non-alternating
234,12nh_235,73,12.5829461249365,73,20,Non-alternating
235,12nh_236,37,12.5997918278151,19,22,Non-alternating
236,12nh_237,63,12.6033854757429,63,4,Non-alternating
237,12nh_238,43,12.6268438019759,43,8,Non-alternating
238,12nh_239,43,12.6358138730742,43,14,Non-alternating
239,12nh_240,57,12.6383775966759,57,12,Non-alternating
240,12nh_241,55,12.6641098975226,55,22,Non-alternating
241,12nh_242,41,12.6657223121076,39,8,Non-alternating
242,12nh_243,33,12.6757810912182,15,12,Non-alternating
243,12nh_244,45,12.6777563722113,37,32,Non-alternating
244,12nh_245,41,12.6802841287437,41,16,Non-alternating
245,12nh_246,53,12.7003049883397,53,-4,Non-alternating
246,12nh_247,47,12.7063350417783,47,-2,Non-alternating
247,12nh_248,37,12.7091731144013,27,24,Non-alternating
248,12nh_249,59,12.7111938670023,59,2,Non-alternating
249,12nh_250,43,12.7160978835980,27,16,Non-alternating
250,12nh_251,45,12.7180401209639,45,4,Non-alternating
251,12nh_252,45,12.7191807844407,29,10,Non-alternating
252,12nh_253,63,12.7194266867283,63,20,Non-alternating
253,12nh_254,59,12.7218819453561,59,18,Non-alternating
254,12nh_255,65,12.7312438890213,65,10,Non-alternating
255,12nh_256,71,12.7329919254001,71,4,Non-alternating
256,12nh_257,63,12.7416770679880,63,14,Non-alternating
257,12nh_258,37,12.7556700964203,29,26,Non-alternating
258,12nh_259,49,12.7629962343781,49,16,Non-alternating
259,12nh_260,61,12.7651366672766,61,14,Non-alternating
260,12nh_261,41,12.7719390087673,9,12,Non-alternating
261,12nh_262,45,12.7789100746088,13,18,Non-alternating
262,12nh_263,43,12.7811960085960,5,18,Non-alternating
263,12nh_264,63,12.7896208735851,63,14,Non-alternating
264,12nh_265,59,12.7942252870434,59,20,Non-alternating
265,12nh_266,63,12.8043054916203,63,-2,Non-alternating
266,12nh_267,45,12.8082288208133,45,14,Non-alternating
267,12nh_268,61,12.8149799644222,61,8,Non-alternating
268,12nh_269,49,12.8201861548559,17,8,Non-alternating
269,12nh_270,49,12.8314802684104,15,12,Non-alternating
270,12nh_271,41,12.8518545126351,9,10,Non-alternating
271,12nh_272,41,12.8690027098690,9,12,Non-alternating
272,12nh_273,61,12.8845173837076,61,20,Non-alternating
273,12nh_274,43,12.8892362255878,35,28,Non-alternating
274,12nh_275,51,12.8942866637061,51,22,Non-alternating
275,12nh_276,41,12.8945018076550,7,12,Non-alternating
276,12nh_277,55,12.8980566659787,55,12,Non-alternating
277,12nh_278,45,12.9119236414545,45,14,Non-alternating
278,12nh_279,41,12.9155646038187,25,12,Non-alternating
279,12nh_280,41,12.9335106806527,9,14,Non-alternating
280,12nh_281,41,12.9335106806527,9,14,Non-alternating
281,12nh_282,41,12.9335106806527,9,14,Non-alternating
282,12nh_283,49,12.9458278268661,1,14,Non-alternating
283,12nh_284,49,12.9458278268661,1,14,Non-alternating
284,12nh_285,55,12.9681622219578,55,12,Non-alternating
285,12nh_286,59,12.9922412669517,59,16,Non-alternating
286,12nh_287,41,13.0053717912653,23,8,Non-alternating
287,12nh_288,63,13.0092012690115,63,26,Non-alternating
288,12nh_289,67,13.0441575844120,67,26,Non-alternating
289,12nh_290,43,13.0546770443596,27,18,Non-alternating
290,12nh_291,41,13.0726642867416,9,16,Non-alternating
291,12nh_292,43,13.0819002811794,27,14,Non-alternating
292,12nh_293,59,13.0879113064389,59,12,Non-alternating
293,12nh_294,55,13.1013924209219,55,12,Non-alternating
294,12nh_295,65,13.1043600601168,65,10,Non-alternating
295,12nh_296,73,13.1109813007082,73,24,Non-alternating
296,12nh_297,63,13.1152135057164,63,20,Non-alternating
297,12nh_298,51,13.1178667255154,51,14,Non-alternating
298,12nh_299,65,13.1292930655667,65,22,Non-alternating
299,12nh_300,43,13.1708296517831,43,20,Non-alternating
300,12nh_301,49,13.1732436425115,1,10,Non-alternating
301,12nh_302,69,13.1870056101816,69,6,Non-alternating
302,12nh_303,73,13.1889278034511,73,18,Non-alternating
303,12nh_304,49,13.1935163405510,49,6,Non-alternating
304,12nh_305,75,13.1985602824329,75,26,Non-alternating
305,12nh_306,43,13.2044502575268,35,28,Non-alternating
306,12nh_307,61,13.2132648575951,61,14,Non-alternating
307,12nh_308,41,13.2299025807894,25,6,Non-alternating
308,12nh_309,45,13.2355221158220,13,22,Non-alternating
309,12nh_310,67,13.2424766756717,67,18,Non-alternating
310,12nh_311,53,13.2615457296581,53,14,Non-alternating
311,12nh_312,51,13.2681185102554,51,8,Non-alternating
312,12nh_313,49,13.3033427486794,47,8,Non-alternating
313,12nh_314,41,13.3074524221446,39,8,Non-alternating
314,12nh_315,51,13.3160992234085,19,16,Non-alternating
315,12nh_316,45,13.3202106909722,45,14,Non-alternating
316,12nh_317,43,13.3338503654789,27,16,Non-alternating
317,12nh_318,63,13.3388057718102,63,12,Non-alternating
318,12nh_319,71,13.3510508739763,71,16,Non-alternating
319,12nh_320,41,13.3663316274897,25,14,Non-alternating
320,12nh_321,53,13.3871079391909,53,6,Non-alternating
321,12nh_322,67,13.4065932489784,67,18,Non-alternating
322,12nh_323,45,13.4077889123401,29,20,Non-alternating
323,12nh_324,69,13.4080338723677,69,14,Non-alternating
324,12nh_325,51,13.4133844605406,51,20,Non-alternating
325,12nh_326,49,13.4173743918757,49,8,Non-alternating
326,12nh_327,55,13.4268118513260,55,12,Non-alternating
327,12nh_328,45,13.4285754427767,43,20,Non-alternating
328,12nh_329,45,13.4285754427767,43,20,Non-alternating
329,12nh_330,67,13.4286633952489,67,8,Non-alternating
330,12nh_331,45,13.4345596379516,21,24,Non-alternating
331,12nh_332,45,13.4345596379515,21,24,Non-alternating
332,12nh_333,55,13.4360135414781,55,24,Non-alternating
333,12nh_334,47,13.4515180688900,47,16,Non-alternating
334,12nh_335,81,13.4692794315642,81,10,Non-alternating
335,12nh_336,77,13.4841612150356,77,-4,Non-alternating
336,12nh_337,77,13.4951073408364,77,14,Non-alternating
337,12nh_338,47,13.4988385656485,31,16,Non-alternating
338,12nh_339,51,13.5034101040057,51,12,Non-alternating
339,12nh_340,41,13.5083383176367,25,8,Non-alternating
340,12nh_341,41,13.5083383176367,25,8,Non-alternating
341,12nh_342,69,13.5297200730970,69,12,Non-alternating
342,12nh_343,51,13.5870558251095,35,14,Non-alternating
343,12nh_344,51,13.5987550541245,35,18,Non-alternating
344,12nh_345,49,13.6047769528009,49,14,Non-alternating
345,12nh_346,67,13.6205230754280,67,12,Non-alternating
346,12nh_347,65,13.6207887516526,65,2,Non-alternating
347,12nh_348,53,13.6407517462884,45,32,Non-alternating
348,12nh_349,55,13.6513098694127,55,14,Non-alternating
349,12nh_350,65,13.6531715481907,65,12,Non-alternating
350,12nh_351,65,13.6616990198861,65,24,Non-alternating
351,12nh_352,45,13.6621413065831,29,18,Non-alternating
352,12nh_353,69,13.6862329828235,69,10,Non-alternating
353,12nh_354,69,13.6928354329416,69,20,Non-alternating
354,12nh_355,79,13.6938048994714,79,26,Non-alternating
355,12nh_356,51,13.6946729284101,45,14,Non-alternating
356,12nh_357,53,13.6949479204099,21,18,Non-alternating
357,12nh_358,49,13.6960383965603,49,14,Non-alternating
358,12nh_359,49,13.6963820255057,49,14,Non-alternating
359,12nh_360,43,13.6991553216487,27,14,Non-alternating
360,12nh_361,47,13.7046305616669,15,28,Non-alternating
361,12nh_362,83,13.7071463783280,83,2,Non-alternating
362,12nh_363,67,13.7242382698652,67,12,Non-alternating
363,12nh_364,71,13.7324053153914,71,20,Non-alternating
364,12nh_365,61,13.7371109802428,61,16,Non-alternating
365,12nh_366,79,13.7381456240468,79,14,Non-alternating
366,12nh_367,59,13.7470219389528,59,10,Non-alternating
367,12nh_368,65,13.7507449484825,65,6,Non-alternating
368,12nh_369,55,13.7510471231721,55,12,Non-alternating
369,12nh_370,63,13.7627010232200,63,24,Non-alternating
370,12nh_371,71,13.7648553529872,71,16,Non-alternating
371,12nh_372,55,13.7953207532812,55,20,Non-alternating
372,12nh_373,67,13.8028762767498,67,20,Non-alternating
373,12nh_374,81,13.8046559922648,81,8,Non-alternating
374,12nh_375,61,13.8170810759271,61,18,Non-alternating
375,12nh_376,81,13.8479241251460,81,10,Non-alternating
376,12nh_377,61,13.8523140598443,61,6,Non-alternating
377,12nh_378,51,13.8524888655787,51,10,Non-alternating
378,12nh_379,71,13.8894599105734,71,-2,Non-alternating
379,12nh_380,53,13.8899113868359,51,20,Non-alternating
380,12nh_381,53,13.8899113868359,51,20,Non-alternating
381,12nh_382,63,13.9038950007147,63,12,Non-alternating
382,12nh_383,73,13.9094621523029,73,8,Non-alternating
383,12nh_384,45,13.9110410578614,11,24,Non-alternating
384,12nh_385,45,13.9110410578614,11,24,Non-alternating
385,12nh_386,77,13.9197575987216,77,22,Non-alternating
386,12nh_387,57,13.9525238124742,57,20,Non-alternating
387,12nh_388,49,13.9555982787796,33,8,Non-alternating
388,12nh_389,55,13.9558157332237,47,30,Non-alternating
389,12nh_390,57,13.9595813915683,57,14,Non-alternating
390,12nh_391,55,13.9812009450550,55,16,Non-alternating
391,12nh_392,69,13.9916584530257,69,24,Non-alternating
392,12nh_393,79,13.9964575206609,79,6,Non-alternating
393,12nh_394,75,14.0033407332488,75,18,Non-alternating
394,12nh_395,45,14.0085373017629,37,26,Non-alternating
395,12nh_396,73,14.0138314347012,73,0,Non-alternating
396,12nh_397,85,14.0150768961752,85,14,Non-alternating
397,12nh_398,69,14.0240658252358,69,18,Non-alternating
398,12nh_399,61,14.0287553085745,61,12,Non-alternating
399,12nh_400,65,14.0430163860349,65,8,Non-alternating
400,12nh_401,75,14.0559935295203,75,12,Non-alternating
401,12nh_402,67,14.0594268941951,67,6,Non-alternating
402,12nh_403,63,14.0619064634957,63,20,Non-alternating
403,12nh_404,83,14.0664149500757,83,16,Non-alternating
404,12nh_405,59,14.0705433375904,59,10,Non-alternating
405,12nh_406,61,14.0812579495830,61,18,Non-alternating
406,12nh_407,69,14.0822455267120,69,14,Non-alternating
407,12nh_408,57,14.0825438742686,57,14,Non-alternating
408,12nh_409,59,14.1097084742537,59,8,Non-alternating
409,12nh_410,77,14.1154009802881,77,22,Non-alternating
410,12nh_411,55,14.1242402743824,39,18,Non-alternating
411,12nh_412,55,14.1242402743824,39,18,Non-alternating
412,12nh_413,75,14.1285111915137,75,16,Non-alternating
413,12nh_414,51,14.1334648771262,51,20,Non-alternating
414,12nh_415,53,14.1504902620274,53,16,Non-alternating
415,12nh_416,57,14.1663944079054,9,10,Non-alternating
416,12nh_417,57,14.1663944079054,9,12,Non-alternating
417,12nh_418,69,14.1776303425909,69,12,Non-alternating
418,12nh_419,63,14.1819757978784,63,20,Non-alternating
419,12nh_420,71,14.1896386776796,71,18,Non-alternating
420,12nh_421,59,14.1953081880732,35,30,Non-alternating
421,12nh_422,59,14.1953081880732,35,30,Non-alternating
422,12nh_423,79,14.2219244533843,79,2,Non-alternating
423,12nh_424,53,14.2338896567071,53,14,Non-alternating
424,12nh_425,75,14.2374911886463,75,20,Non-alternating
425,12nh_426,85,14.2405731364575,85,24,Non-alternating
426,12nh_427,57,14.2572637899550,7,14,Non-alternating
427,12nh_428,57,14.2572637899550,7,14,Non-alternating
428,12nh_429,71,14.2674199201336,71,2,Non-alternating
429,12nh_430,85,14.2704919850684,85,12,Non-alternating
430,12nh_431,71,14.2723076027508,71,12,Non-alternating
431,12nh_432,71,14.2733389530086,71,14,Non-alternating
432,12nh_433,59,14.2822694783355,59,20,Non-alternating
433,12nh_434,49,14.2830671922808,15,8,Non-alternating
434,12nh_435,75,14.2928069993086,75,18,Non-alternating
435,12nh_436,81,14.3083745563729,81,12,Non-alternating
436,12nh_437,77,14.3132410471205,77,14,Non-alternating
437,12nh_438,65,14.3151302133041,65,16,Non-alternating
438,12nh_439,49,14.3292583135729,49,16,Non-alternating
439,12nh_440,79,14.3329611839009,79,16,Non-alternating
440,12nh_441,61,14.3453340997089,61,8,Non-alternating
441,12nh_442,61,14.3483547068145,37,24,Non-alternating
442,12nh_443,61,14.3483547068145,37,24,Non-alternating
443,12nh_444,49,14.3502198408594,47,10,Non-alternating
444,12nh_445,79,14.3588618206492,79,6,Non-alternating
445,12nh_446,83,14.3677687381517,83,12,Non-alternating
446,12nh_447,81,14.3712168865316,81,10,Non-alternating
447,12nh_448,89,14.3735832337722,89,24,Non-alternating
448,12nh_449,75,14.4060728320567,75,20,Non-alternating
449,12nh_450,59,14.4064748772758,59,-2,Non-alternating
450,12nh_451,73,14.4090281721676,73,20,Non-alternating
451,12nh_452,81,14.4090985691808,81,12,Non-alternating
452,12nh_453,81,14.4275381891760,81,22,Non-alternating
453,12nh_454,73,14.4518743136155,73,14,Non-alternating
454,12nh_455,57,14.4623094550302,57,20,Non-alternating
455,12nh_456,75,14.4818497497908,75,14,Non-alternating
456,12nh_457,53,14.4824078998563,21,22,Non-alternating
457,12nh_458,77,14.4826796167794,77,20,Non-alternating
458,12nh_459,57,14.4852954091733,57,6,Non-alternating
459,12nh_460,71,14.4891982901725,71,8,Non-alternating
460,12nh_461,69,14.4957052762776,69,4,Non-alternating
461,12nh_462,69,14.4957052762776,69,4,Non-alternating
462,12nh_463,91,14.5073793560877,91,18,Non-alternating
463,12nh_464,75,14.5081123097377,75,12,Non-alternating
464,12nh_465,93,14.5092098959748,93,8,Non-alternating
465,12nh_466,63,14.5095651981277,63,12,Non-alternating
466,12nh_467,91,14.5133910371884,91,18,Non-alternating
467,12nh_468,67,14.5301695743455,67,20,Non-alternating
468,12nh_469,57,14.5337450519885,57,14,Non-alternating
469,12nh_470,69,14.5371661110971,69,14,Non-alternating
470,12nh_471,79,14.5387755721830,79,26,Non-alternating
471,12nh_472,53,14.5388839107726,13,24,Non-alternating
472,12nh_473,53,14.5388839107726,13,24,Non-alternating
473,12nh_474,75,14.5524634711219,75,10,Non-alternating
474,12nh_475,89,14.5665146423569,89,18,Non-alternating
475,12nh_476,89,14.5819070321125,89,24,Non-alternating
476,12nh_477,95,14.5848682747745,95,16,Non-alternating
477,12nh_478,91,14.5877745258615,91,26,Non-alternating
478,12nh_479,73,14.5877951026093,73,14,Non-alternating
